DateTime,o3,so2,co,no,no2,nox,pm25,t,rh,ws,wd
20170112 19:00,0.034,1.2,0.195,0.6,6.1,6.7,9.7,18.1,56,6.2,230.3
20170112 20:00,0.034,0.8,0.188,0.1,5.7,5.9,10.16,17.9,57,6.5,229.2
20170112 21:00,0.033,0.7,0.185,0.3,5.6,5.9,9.8,17.6,58,6.2,239.2
20170112 22:00,0.031,0.6,0.191,0.7,6.1,6.9,10.4,16.8,60,6,271.8
20170112 23:00,0.028,0.6,0.2,0.9,8.6,9.6,11.01,15.8,63,3.8,271.7
20170113 00:00,0.026,0.6,0.185,0.2,9.1,9.4,11.34,15.1,65,3,235.7
20170113 01:00,0.026,0.6,0.19,0.9,8.5,9.5,11.87,14.8,66,4,276.6
20170113 02:00,0.023,0.5,0.183,0.7,9.8,10.6,12.59,14.4,70,3.8,278.9
20170113 03:00,0.014,0.6,0.238,1.7,15.8,17.5,12.88,13.8,73,2.6,279.7
20170113 04:00,0.014,0.7,0.21,2.5,14,16.5,11.96,14,73,6.2,299.1
20170113 05:00,0.018,0.7,0.182,6.342,12.1,18.5,10.35,13.6,64,9.8,312.9
20170113 06:00,0.024,0.6,0.162,2.9,7.2,10.2,8.79,11.5,59,12.5,317.7
20170113 07:00,0.02,0.6,0.196,23.2,13,36.2,7.17,9.2,55,12.2,315.6
20170113 08:00,0.022,0.6,0.193,9.7,10.6,20.3,6.59,8.2,55,11.2,322.5
20170113 09:00,0.025,0.6,0.164,5.3,6.7,12.1,5.79,7.9,51,11.4,323.1
20170113 10:00,0.028,0.6,0.154,3.9,4.8,8.7,6.39,8,47,13.1,320.2
20170113 11:00,0.029,0.6,0.164,4.005,,,8.23,8.5,43,11.6,319.2
20170113 12:00,0.027,0.6,0.18,14.8,4.2,19,10.88,8.8,43,9.7,319.4
20170113 13:00,0.031,0.5,0.179,5.6,7.1,12.8,9.69,9.4,38,9.8,325.6
20170113 14:00,0.031,0.6,0.19,27.746,8.4,14.9,8.83,9.2,38,9.3,329
20170113 15:00,0.029,0.6,0.209,7.4,12.3,19.8,8.35,9,38,9.2,323.4
20170113 16:00,0.031,0.7,0.239,6.6,11,17.7,6.61,7.7,36,8.8,329.2
20170113 17:00,0.03,0.7,0.246,5,12.4,17.4,6.22,7,36,6.9,329.3
20170113 18:00,0.029,1,0.237,3.7,11.5,15.3,6.54,6.3,37,6.9,329.5
20170113 19:00,0.029,0.7,0.227,3.5,10.6,14.1,7.14,5.6,39,5,339.5
20170113 20:00,0.031,0.7,0.198,2.9,7.3,10.3,6.69,5,39,5.3,3.3
20170113 21:00,0.035,0.6,0.17,1.7,6,7.7,6.13,3.8,38,6.7,9.4
20170113 22:00,0.035,0.5,0.179,1.4,5.6,7,5.9,3,36,6.3,0.8
20170113 23:00,0.034,0.5,0.165,1.6,6.2,7.8,6.46,2.5,36,5.1,3.4
20170114 00:00,0.033,0.5,0.183,1,5.9,7,6.94,2.1,38,4.5,354
20170114 01:00,0.031,0.5,0.175,0.9,6.9,7.9,7.33,1.7,40,4.1,4.3
20170114 02:00,0.031,0.5,0.16,0.6,6.2,6.8,6.77,1.3,39,4.6,18.8
20170114 03:00,0.031,0.5,0.158,0.7,5.9,6.7,6.63,0.9,40,4.1,1.2
20170114 04:00,0.029,0.5,0.161,0.8,6.9,7.7,6.68,0.5,41,4.4,359.9
20170114 05:00,0.027,0.5,0.168,0.9,7.5,8.4,6.78,0.3,42,4.4,57.6
20170114 06:00,0.026,0.5,0.186,1.4,8.5,10,6.7,0,43,4.5,66.7
20170114 07:00,0.024,0.7,0.2,1.5,11.8,13.3,5.98,-0.2,42,4.7,77
20170114 08:00,0.021,1.7,0.231,3.7,15,18.8,7.44,0,45,5.6,91.6
20170114 09:00,0.022,1.9,0.218,3.9,15.7,19.6,9.27,0.3,45,4.9,88
20170114 10:00,0.026,0.9,0.201,2.401,11.2,13.7,9.1,0.7,45,3.8,114.8
20170114 11:00,0.026,0.8,0.221,3.9,10.5,14.5,9.07,1,46,3,126.6
20170114 12:00,0.027,1,0.202,2.797,10.3,13,7.51,1.3,47,2.5,139.2
20170114 13:00,0.027,1.2,0.196,1.4,9.7,11.1,7.22,1.1,51,2.4,146.9
20170114 14:00,0.027,1,0.197,1.1,9.5,10.6,7.96,1.1,56,2.4,173.7
20170114 15:00,0.024,1,0.2,0.7,12.1,12.9,8.38,1,60,2.4,204.3
20170114 16:00,0.024,1,0.216,0.9,12.6,13.5,7.4,1,65,3.5,131.8
20170114 17:00,0.024,0.7,0.201,0.2,11.1,11.4,7.8,0.9,70,2.2,160.7
20170114 18:00,0.023,0.6,0.211,0.2,11.8,12,8.8,0.8,74,1.3,175.8
20170114 19:00,0.025,0.6,0.235,0.7,10.9,11.6,10.7,0.7,77,2,110.9
20170114 20:00,0.024,0.5,0.242,1.147,11.7,12.8,10.45,0.9,78,1.5,110.4
20170114 21:00,0.02,0.5,0.31,3,14.2,17.3,13.5,0.9,79,2.7,345.5
20170114 22:00,0.017,0.6,0.296,2.4,14.5,16.9,15.57,1,80,2.3,311
20170114 23:00,0.017,0.6,0.278,2.4,13,15.5,15.12,0.9,79,3.3,331.2
20170115 00:00,0.018,0.5,0.254,1,9.3,10.4,17.9,0.8,81,4,317.1
20170115 01:00,0.017,0.5,0.244,1.2,9.3,10.6,23.06,0.7,80,4.2,321.9
20170115 02:00,0.017,0.5,0.23,0.6,8.9,9.5,21.94,0.7,80,3.5,311.1
20170115 03:00,0.016,0.5,0.229,0.5,9,9.6,23.88,0.7,80,4.5,301.9
20170115 04:00,0.015,0.5,0.232,0.6,8.7,9.4,28.58,0.8,79,4.6,307.7
20170115 05:00,0.012,0.5,0.238,1.6,10.5,12.2,25.07,0.4,77,4.5,308.2
20170115 06:00,0.009,0.5,0.248,4.2,13.7,17.9,23.38,0.1,76,3.2,299.9
20170115 07:00,0.008,0.5,0.276,3.403,14.2,17.6,23.27,0,75,2.3,291.3
20170115 08:00,0.013,0.6,0.262,4.6,10,14.6,20.9,0.2,71,3,314.1
20170115 09:00,0.021,0.8,0.225,4.1,5.8,10,14.55,0.9,63,6.1,344.4
20170115 10:00,0.024,0.8,0.221,4,4.9,8.9,11.41,1.8,57,6.7,345
20170115 11:00,0.027,0.8,0.204,4.2,4.4,8.6,10.11,2.8,54,6.4,337.5
20170115 12:00,0.029,0.8,0.203,3,4.6,7.7,9.37,4.1,50,5.8,322.2
20170115 13:00,0.031,0.7,0.203,3.1,5.1,8.2,8.24,4.7,44,5.1,339.7
20170115 14:00,0.033,0.7,0.191,1.8,4.6,6.5,7.27,5,41,5.2,318.2
20170115 15:00,0.032,0.7,0.201,2.7,5.3,8.1,7.59,5.3,41,4.1,321
20170115 16:00,0.027,0.8,0.264,4.2,10.3,14.5,8.64,5,43,3.4,335.8
20170115 17:00,0.023,0.7,0.259,2.4,13.1,15.6,10.81,4.2,48,5.3,288.4
20170115 18:00,0.015,0.8,0.395,7.6,20.1,27.8,12.97,3.5,49,3.4,335
20170115 19:00,0.024,0.8,0.259,2.7,10.7,13.5,11.7,2.6,49,4.1,3.5
20170115 20:00,0.024,0.8,0.298,3.3,12.5,15.9,12.23,2.1,50,3.9,354.7
20170115 21:00,0.019,0.7,0.341,3,17.3,20.3,13.89,1.7,50,2.2,337.9
20170115 22:00,0.016,0.7,0.356,3.4,19.7,23.1,15.24,1.2,52,2.8,349.4
20170115 23:00,0.021,0.8,0.286,2.4,14.3,16.7,14.01,0.5,54,3.2,346.8
20170116 00:00,0.01,0.8,0.348,16.7,21.6,38.4,15.26,0.1,56,1.3,330.4
20170116 01:00,0.012,0.7,0.326,6,21.8,27.8,17.58,-0.1,57,2.2,347.1
20170116 02:00,0.005,0.7,0.365,5.4,27,32.4,19.28,-0.6,60,2.2,334.4
20170116 03:00,0.005,0.7,0.398,8.1,27.5,35.6,18.63,-0.9,61,2.8,349.5
20170116 04:00,0.017,0.7,0.264,3.3,16.5,19.8,14.03,-1,58,3.5,352.9
20170116 05:00,0.001,0.7,0.399,17.7,31.3,49,16.97,-1.7,63,1.9,272.3
20170116 06:00,0,0.9,0.508,34.3,33.3,67.6,18.36,-2,64,2.3,314.6
20170116 07:00,0.003,1,0.53,28.5,28.4,57,18.89,-2.3,65,2.5,351.7
20170116 08:00,0.005,1.2,0.492,33.5,30,63.5,18.85,-1.1,61,1.4,280.9
20170116 09:00,0.007,1.9,0.495,39.298,29.8,68.1,19.8,0.8,55,1.2,221.1
20170116 10:00,0.013,2.9,0.381,22.783,23.2,45.4,18.9,2,51,2.1,233.4
20170116 11:00,0.017,3.5,0.327,14.7,20,34.8,16.07,3,48,2.8,180.9
20170116 12:00,0.024,1.8,0.252,6.947,13.5,20.2,12.32,4.1,44,3.1,220.4
20170116 13:00,0.019,1.5,0.279,6.059,18.5,24.4,14.1,4.2,44,3.7,250
20170116 14:00,0.015,2.1,0.291,5,22.4,27.5,15.52,4.1,49,2.8,200.3
20170116 15:00,0.02,1.6,0.271,2.7,17,19.7,12.88,4.1,46,3.2,234.2
20170116 16:00,0.019,1.3,0.267,1.223,17.3,18.5,14.17,4,48,2.3,242.9
20170116 17:00,0.013,1.1,0.335,1.411,22.7,24.1,17.4,3.9,48,2.5,248.4
20170116 18:00,0.012,1,0.287,0.6,21.7,22.3,19.03,3.6,53,2.1,194.1
20170116 19:00,0.008,1,0.302,5.974,26.3,30.1,20.4,3.6,55,1.9,225.2
20170116 20:00,0.007,0.8,0.259,5.1,23.9,29.1,22.26,3.4,63,2.2,196.3
20170116 21:00,0.003,0.7,0.262,2.2,27.9,30.2,22.05,3.5,66,1.8,210.4
20170116 22:00,0.008,0.7,0.262,0.9,21.6,22.5,22.88,3.5,69,1.3,226.2
20170116 23:00,0.004,0.7,0.282,0.8,24.6,25.5,24.01,3.5,70,1.4,148.6
20170117 00:00,0.003,1.3,0.29,74.1,21.6,95.8,25.13,3.6,69,2.1,127.7
20170117 01:00,0.001,1.1,0.236,12.169,34.9,46.5,24.13,3.5,70,1.9,118.4
20170117 02:00,0,1,0.261,6,28.2,34.3,24,3.6,69,2,133.5
20170117 03:00,0.001,0.9,0.253,6.7,26.2,33,28.47,3.5,69,2.2,132.9
20170117 04:00,0.004,0.8,0.261,7.632,20.4,27.2,25.81,3.4,70,1.7,130.1
20170117 05:00,0,0.9,0.265,10.8,27.2,38,23.86,3.5,71,1.6,152.5
20170117 06:00,0,1,0.283,14.304,28.1,42.4,21.85,3.5,73,2.3,129
20170117 07:00,0.001,1.2,0.297,12.6,25.9,38.6,20.63,3.6,76,2,174.3
20170117 08:00,0.005,1.3,0.285,6.4,20.4,26.9,20.36,3.9,78,2.5,173.4
20170117 09:00,0.003,1.1,0.301,16.4,25.3,41.7,22.24,4.2,79,2.7,139.2
20170117 10:00,0.003,1.3,0.283,17.785,,,23.02,4.2,81,2.5,153.1
20170117 11:00,0.004,1.9,0.296,18.396,,,25.2,4.4,83,3.4,140.4
20170117 12:00,0.009,1.7,0.302,10.716,,,25.62,4.9,84,3.8,112.6
20170117 13:00,0.008,1.3,0.278,11.904,,,28,5.8,84,3.6,136.2
20170117 14:00,0.01,1,0.269,6.3,17.8,24.1,26.76,6.4,83,3.1,145.5
20170117 15:00,0.008,1.2,0.394,8,21.1,29.1,24.6,6.7,84,3.4,122.3
20170117 16:00,0.004,1.2,0.438,8.9,25,33.9,23.27,6.8,85,3,142.8
20170117 17:00,0.003,1.4,0.552,9.6,27.1,36.8,18.42,7,86,2.2,129.2
20170117 18:00,0.009,1.2,0.418,5.3,20.3,25.7,16.2,7.1,87,2.7,110.2
20170117 19:00,0.014,0.9,0.301,3.3,14.2,17.5,11.27,6.9,88,4.8,106
20170117 20:00,0.01,0.8,0.301,3.2,17.9,21.1,13.23,6.7,89,3.6,98
20170117 21:00,0.012,0.8,0.285,3.5,15.2,18.7,13.47,6.6,89,4.1,91.7
20170117 22:00,0.013,0.7,0.272,1.9,13.9,15.9,13.01,6.6,89,3.4,88.2
20170117 23:00,0.005,0.7,0.317,4.8,22.9,27.7,12.69,6.7,89,3.1,39.3
20170118 00:00,0.004,0.7,0.318,3.3,21.7,25,10.59,6.7,88,2.4,16.9
20170118 01:00,0.003,0.7,0.366,3,22.3,25.3,12.27,6.6,88,2.9,65
20170118 02:00,0.006,0.7,0.297,2.1,17.9,20.1,8.69,6.5,87,3.4,352.7
20170118 03:00,0.008,0.7,0.269,2.3,14.9,17.2,4.99,6.4,87,3.1,343.5
20170118 04:00,0.007,0.6,0.267,3.1,14.4,17.6,4.48,6.1,87,3.3,342.4
20170118 05:00,0.003,0.7,0.322,14.5,18.7,33.2,6.8,5.9,86,2.8,327.1
20170118 06:00,0.002,0.7,0.377,15.2,17.5,32.8,10.37,5.5,86,4.5,335
20170118 07:00,0.001,0.9,0.479,32.4,18.2,50.7,13.43,5.4,86,3.6,351.1
20170118 08:00,0.002,0.9,0.491,26.6,21.4,48.1,16.57,5.7,85,3.2,7.4
20170118 09:00,0.003,1,0.499,29.3,21.2,50.5,14.88,6.3,82,3.3,348
20170118 10:00,0.004,1,0.439,24.8,19.4,44.3,15.49,6.9,80,4.4,336.1
20170118 11:00,0.005,1,0.447,23.6,18,41.7,15.48,7.6,79,3.5,315.6
20170118 12:00,,1,0.449,21.2,16.9,38.1,15.13,9.2,75,1.9,334.3
20170118 13:00,0.005,,0.396,26.5,12.3,38.8,10.15,10.4,70,5.1,328.7
20170118 14:00,0.006,0.8,0.356,16.6,9.3,26,7.02,10.6,66,5.6,335.3
20170118 15:00,0.004,0.9,0.424,23.8,14.4,38.3,5.1,10.7,62,5.5,334.2
20170118 16:00,0.004,0.9,0.386,14.4,12,26.4,2.51,10.3,61,7.4,323.4
20170118 17:00,0.003,0.9,0.413,14.5,12.1,26.7,2.72,9.9,62,6,328.6
20170118 18:00,0.002,0.9,0.405,13.3,14.4,27.7,3.5,9.6,63,5.2,336.8
20170118 19:00,0.002,0.9,0.415,12.7,16.9,29.7,5.07,9.3,63,3.7,342.3
20170118 20:00,0.001,0.9,0.401,13.9,15.3,29.2,3.87,9,64,3.7,335.4
20170118 21:00,0.001,0.9,0.395,13.6,15.9,29.6,4.12,8.7,65,3,326.7
20170118 22:00,0,0.9,0.436,16.1,15,31.2,4.89,8.4,67,2.6,336.5
20170118 23:00,0,0.9,0.392,11.8,15.3,27.2,4.92,8.4,67,2.9,304.4
20170119 00:00,0,0.8,0.325,9.4,14.7,24.1,5.3,8.2,68,3.2,292.2
20170119 01:00,0.001,0.8,0.29,8.4,12.9,21.4,6.29,8,68,4.2,298.5
20170119 02:00,0.002,0.7,0.274,2.7,10.7,13.4,6.1,7.7,67,5.4,301.6
20170119 03:00,0.006,0.7,0.254,1.2,7.8,9,5.58,7.5,65,6.2,304.2
20170119 04:00,0.008,0.6,0.252,3.452,7.6,11.1,6.05,7.2,66,7.7,310.4
20170119 05:00,0.005,0.7,0.272,15.5,11.7,27.2,6.6,6.9,68,6.4,307.2
20170119 06:00,0.006,0.7,0.276,5,10.8,15.8,6.83,6.5,68,4.1,282.3
20170119 07:00,0.004,1.1,0.483,59,24.5,83.5,7.47,6.7,68,6,304.3
20170119 08:00,0.008,1,0.331,23,17.2,40.2,7.06,6.7,67,5.3,310.7
20170119 09:00,0.017,1,0.258,10.1,6.9,17.1,5.28,7.6,61,7,331.5
20170119 10:00,0.02,0.9,,10.4,6,16.4,4.86,8.6,57,5.5,327.3
20170119 11:00,0.021,0.7,,7.4,7.7,15.1,3.81,9.1,54,5.8,315.6
20170119 12:00,0.021,0.7,,6.2,7,13.3,4.27,8.7,56,7.9,308
20170119 13:00,0.02,0.6,,6.9,7.9,14.8,5.38,8.1,58,7.8,306.8
20170119 14:00,0.016,0.6,,8.8,9,17.9,6.27,8.1,58,6.2,320.9
20170119 15:00,0.017,0.8,,9.2,8.9,18.2,6.83,8.7,55,6,311
20170119 16:00,0.015,0.9,,8.4,13,21.5,8.7,8.6,55,5.1,306.9
20170119 17:00,0.007,0.9,,15.5,24.7,40.2,12.16,8.2,58,3.5,291.1
20170119 18:00,0.004,1,,19,23.2,42.2,14.56,7.8,60,3.2,323.9
20170119 19:00,0.006,1,,10.3,20.2,30.6,13.08,7,63,2.6,30
20170119 20:00,0.002,1,,16.1,24.3,40.4,14.75,6.3,66,1.5,250.9
20170119 21:00,0,1.1,,47.4,24.9,72.3,20.02,5.1,72,1.2,226.6
20170119 22:00,0,1.4,,74,24.1,98.2,19.66,4.7,74,,281.6
20170119 23:00,0,1.7,,87.1,21.1,108.2,20.59,4,77,0.7,324.3
20170120 00:00,0,1.8,,89.3,18.6,107.9,19.02,3.5,78,0.8,4.2
20170120 01:00,0,1.8,,62.1,17.5,79.6,17.76,3.2,78,1.2,341.2
20170120 02:00,0,1.7,,41.9,17.7,59.7,15.43,2.7,79,0.7,298.6
20170120 03:00,0,1.6,,65.2,17.1,82.4,17.89,2.1,81,,215
20170120 04:00,0,1.6,,78.5,18,96.5,17.6,2,82,0.7,223.7
20170120 05:00,0,1.6,,83.3,20.3,103.4,25.11,2.2,81,1,261.7
20170120 06:00,0,1.7,,96.4,23.7,120.1,31.67,2.7,81,0.9,212.6
20170120 07:00,0,1.8,,97.8,25.2,123.1,29.36,2.9,80,1.3,216.2
20170120 08:00,0,1.8,,84.3,26.9,111.3,21.53,3.6,78,2.2,129
20170120 09:00,0.001,1.8,,38.3,24.3,62.7,15.42,3.9,76,3.4,122.2
20170120 10:00,0.002,1.5,,30.3,22.8,53.2,12.37,4,75,2.3,141.6
20170120 11:00,0.002,1.1,0.451,33.3,24.2,57.5,14.16,4.1,78,3.3,114.9
20170120 12:00,0.002,1,0.4,,,,16.3,4,82,3.5,118.2
20170120 13:00,0.003,0.9,0.394,18.41,,,16.9,4.2,84,2.9,115.5
20170120 14:00,0.003,1,0.399,19.9,19,38.9,16.75,4.6,85,3.5,104.4
20170120 15:00,0.002,1,0.438,19.8,19.9,39.8,16.6,4.9,86,3.8,99.4
20170120 16:00,0.002,1,0.456,13.8,18.6,32.5,15.51,5.1,86,3.7,105.4
20170120 17:00,0.003,0.9,0.454,7.7,16.4,24.2,15.94,5.4,86,3.5,109.7
20170120 18:00,0.002,0.8,0.388,7.2,16.6,23.9,17.94,5.5,86,2.8,114.1
20170120 19:00,0.001,0.7,0.366,6.2,16.7,22.9,16.91,5.5,87,2.2,121.2
20170120 20:00,0,0.8,0.381,14.6,18.3,32.9,17.78,5.6,87,1.4,122.6
20170120 21:00,0,0.8,0.382,12.5,17.7,30.3,22.02,5.8,87,1.7,135.6
20170120 22:00,0,0.8,0.356,15,18.6,33.6,18.17,5.7,87,1.5,140.5
20170120 23:00,0,1,0.374,17.1,18.1,35.3,17.88,5.7,88,1.1,212.7
20170121 00:00,0,1.4,0.346,13.9,17.5,31.5,18.86,5.8,89,1.4,143.3
20170121 01:00,0,1.7,0.343,12,17.2,29.3,21.73,5.8,89,1.2,123.7
20170121 02:00,0,1.4,0.37,20,16.2,36.3,24.92,5.9,89,2.9,174.7
20170121 03:00,0,1,0.312,16.255,15.2,31.1,24.3,5.9,90,2.7,185.1
20170121 04:00,0,0.9,0.313,16.7,15.7,32.4,24.85,5.9,90,2.9,196.6
20170121 05:00,0,1.1,0.345,20.2,15.4,35.6,25.75,5.9,90,2.7,226
20170121 06:00,0,1.1,0.332,18.7,14.8,33.5,25.05,6.1,90,3,230.5
20170121 07:00,0,0.9,0.349,20.2,14.4,34.7,22.25,6.1,90,3,235.9
20170121 08:00,0,0.8,0.38,22.8,14.1,36.9,19.31,6.5,90,3,261.2
20170121 09:00,0.006,0.7,0.306,5.5,10.2,15.8,9.43,6.9,90,3.9,281
20170121 10:00,0.008,0.6,0.289,6,8.9,15,7.68,7,89,4.6,268.6
20170121 11:00,0.009,0.6,0.299,7,8.7,15.7,7.05,7.4,88,3.6,274.6
20170121 12:00,0.009,0.6,0.299,4,7.8,11.9,7.15,7.8,87,3.3,270.3
20170121 13:00,0.011,0.5,0.282,2.7,7.1,9.9,7.24,8.2,86,2.6,234
20170121 14:00,0.012,0.5,0.263,1.6,6.5,8.1,7.55,8.3,87,2.8,196.3
20170121 15:00,0.01,0.5,0.254,1.3,7.2,8.6,11.42,8.3,88,2.2,195.3
20170121 16:00,0.01,0.5,0.276,1.2,8,9.2,8.57,8.1,88,2.4,227
20170121 17:00,0.009,0.4,0.29,2.731,11,13.4,7.49,7.9,89,3.3,264.5
20170121 18:00,0.007,0.5,0.321,2.4,11.6,14,7.51,7.7,89,2.2,289.1
20170121 19:00,0.01,0.5,0.303,2.9,10.1,13,8.3,7.7,89,1.2,292.9
20170121 20:00,0.007,0.5,0.333,1.3,13,14.3,8.95,7.8,90,1.9,250.7
20170121 21:00,0.004,0.5,0.356,2.9,14.3,17.3,8,7.8,90,2.1,274.5
20170121 22:00,0.004,0.6,0.341,2.8,12.8,15.6,9.27,7.6,90,2.8,243.8
20170121 23:00,0.001,0.5,0.359,7.3,15.9,23.2,9.7,7.6,90,2.8,294.8
20170122 00:00,0.001,0.6,0.374,4.9,15.5,20.5,10.19,7.6,90,2.4,233.4
20170122 01:00,0,0.7,0.38,13,16.6,29.6,11.75,7.5,90,1.6,160.9
20170122 02:00,0,1.8,0.394,10.4,16.8,27.3,13.01,7.4,90,3.1,97.8
20170122 03:00,0.003,1.4,0.296,2.2,11.6,13.9,11.1,7.5,90,2.2,57.1
20170122 04:00,0.003,1,0.295,1.3,10.5,11.9,10.54,7.7,90,2.3,92.5
20170122 05:00,0.002,0.9,0.309,2.7,10.9,13.7,12.47,7.6,90,2.4,65
20170122 06:00,0.003,0.8,0.296,3,11,14.1,10.74,7.7,90,3.1,4.9
20170122 07:00,0.001,0.7,0.333,6.3,14.4,20.8,12.15,7.8,90,3.9,342.2
20170122 08:00,0.001,0.7,0.394,13,14.5,27.5,6.76,7.9,90,4,345.2
20170122 09:00,0.002,0.8,0.438,18.1,14.7,32.9,5.1,8.4,88,3.3,353.2
20170122 10:00,0.003,0.9,0.464,20.6,14.2,34.9,6.27,8.8,88,3.4,355.1
20170122 11:00,0.005,0.8,0.419,15.4,13.6,29,6.41,9.5,87,3.7,42.2
20170122 12:00,0.009,0.7,0.339,8.3,10.2,18.6,5.54,10.1,86,4.4,26.1
20170122 13:00,0.011,0.7,0.33,5.4,8.8,14.3,5.06,10.3,85,4.8,37.6
20170122 14:00,0.008,0.6,0.358,5.7,9.9,15.7,5.64,10.2,84,5,38.4
20170122 15:00,0.006,0.6,0.378,6.7,10.9,17.6,4.95,9.8,86,5.2,37.8
20170122 16:00,0.004,0.6,0.433,8,13.6,21.6,2.88,9.9,87,4.1,25.1
20170122 17:00,0.004,0.6,0.391,3.7,14.8,18.6,3.32,9.8,87,5.3,59.9
20170122 18:00,0,0.7,0.541,12.6,23.4,36,3.55,9.5,88,7.2,66.8
20170122 19:00,0,0.9,0.578,26.2,29.4,55.7,8.3,9.1,87,10.5,71.3
20170122 20:00,0,0.8,0.458,9,26.6,35.7,6.92,9.1,87,10.1,75.1
20170122 21:00,0.012,0.6,0.31,1.1,14.5,15.7,4.84,9,85,10.8,78.5
20170122 22:00,0.02,0.5,0.236,0.5,7.4,7.9,6.14,8.3,85,11.8,77.8
20170122 23:00,0.021,0.4,0.224,0.5,5.3,5.9,8.62,8.1,83,10.8,82
20170123 00:00,0.023,0.4,0.2,0.4,4.2,4.7,8.06,7.8,82,12.2,80.3
20170123 01:00,0.023,0.3,0.191,0.2,3.7,4,8.08,7.5,83,12.6,82.1
20170123 02:00,0.023,0.4,0.187,0.3,3.3,3.7,7.24,7.3,85,12.1,83.1
20170123 03:00,0.024,0.3,0.176,0.2,2.8,3.1,4.05,6.9,85,13.3,79.4
20170123 04:00,0.024,0.3,0.17,0.3,3.3,3.7,2.44,6.8,84,14.3,80.3
20170123 05:00,0.023,0.3,0.172,0.9,4.6,5.5,1.73,6.7,81,15.1,79.6
20170123 06:00,0.024,0.3,0.179,1.5,5,6.6,1.81,6.4,82,15.3,83.5
20170123 07:00,0.023,0.4,0.175,3,5.2,8.3,2.43,5.8,84,16.5,80.3
20170123 08:00,0.025,0.3,0.172,2.2,4.8,7,2.83,5.3,82,16.6,82.4
20170123 09:00,0.025,0.4,0.164,2.2,5.6,7.9,2.81,4.9,78,18.7,80.9
20170123 10:00,0.024,0.4,0.162,2.1,7.1,9.3,2.7,4.8,78,18.8,81.8
20170123 11:00,,0.4,0.174,2.6,7.4,10.1,2.56,4.7,79,18.5,80.2
20170123 12:00,,0.3,,2.4,5.4,7.9,3.27,4.2,82,16.2,81.3
20170123 13:00,0.024,0.4,,2.2,7.5,9.8,3.41,4.2,81,15.5,79.8
20170123 14:00,0.024,,0.196,2.8,8.3,11.2,2.62,4.2,81,13.4,78.7
20170123 15:00,0.025,0.4,0.221,2.7,9.1,11.8,2.39,4,80,12.3,81.5
20170123 16:00,0.025,0.4,0.227,2.8,10.7,13.5,2.45,3.9,80,11.9,78.7
20170123 17:00,0.023,0.5,0.231,2.4,11.3,13.8,2.15,3.9,78,11.1,77
20170123 18:00,0.025,0.4,0.216,1.7,9.4,11.2,1.71,4,75,11.2,68
20170123 19:00,0.026,0.4,0.213,1.7,7.8,9.5,1.95,4.1,75,10.7,60.9
20170123 20:00,0.028,0.4,0.198,1.1,6.8,8,1.42,4.3,73,12.5,55.1
20170123 21:00,0.029,0.4,0.194,0.8,5.9,6.7,1.13,4.4,72,12.7,54.4
20170123 22:00,0.029,0.4,0.19,0.8,5.9,6.7,1.1,4.5,72,11.8,51.6
20170123 23:00,0.03,0.4,0.184,0.6,5.1,5.8,0.8,4.5,74,10.3,45.1
20170124 00:00,0.03,0.3,0.176,0.5,4.5,5,0.57,4.2,77,7,6.7
20170124 01:00,0.031,0.3,0.164,0.4,3.3,3.8,0.43,4,80,7.9,358
20170124 02:00,0.031,0.3,0.16,1,2.9,4,0.44,4,80,7.6,349.2
20170124 03:00,0.029,0.3,0.162,1.8,4.3,6.1,0.45,3.9,81,8.6,342
20170124 04:00,0.029,0.3,0.161,1.3,4.1,5.5,0.44,3.5,79,8.9,341.2
20170124 05:00,0.029,0.3,0.172,2.3,5.6,7.9,0.76,3.7,77,9.8,340.9
20170124 06:00,0.029,0.3,0.208,4.9,5.7,10.7,1.36,3.6,78,9.6,339.5
20170124 07:00,0.022,0.5,0.273,23.5,20.1,43.5,1.48,3.6,80,9.3,333.1
20170124 08:00,0.025,0.4,0.256,10.3,11.8,22.2,1.35,4.1,76,8.9,334.7
20170124 09:00,0.027,0.4,0.221,6.2,7.4,13.7,0.82,4.5,76,9.5,331.9
20170124 10:00,0.027,0.4,0.198,5.4,5.3,10.7,0.84,5.1,73,10.4,329.9
20170124 11:00,0.028,0.5,0.202,7.3,6.1,13.5,0.82,6,66,11.4,325.8
20170124 12:00,0.029,0.5,0.199,6.1,7.6,13.8,0.83,6.8,62,11.4,323.2
20170124 13:00,0.028,0.5,0.195,6.6,8.4,15.1,0.98,7.7,59,12.4,311.6
20170124 14:00,0.027,0.4,0.195,5.3,7,12.3,1.66,6.3,63,16,306.5
20170124 15:00,0.025,0.4,0.213,7.5,8.7,16.2,1.45,5.6,63,13.3,307.5
20170124 16:00,0.026,0.4,0.214,5.5,7.7,13.3,1.17,5.6,62,12.1,314
20170124 17:00,0.027,0.5,0.222,4.6,7.6,12.3,1.05,5.7,62,13.1,312.5
20170124 18:00,0.027,0.4,0.202,4.8,8,12.8,1.13,5.5,65,12.4,307.3
20170124 19:00,0.026,0.4,0.183,3.1,6.8,9.9,1.05,5.7,63,12,308
20170124 20:00,0.027,0.4,0.174,2.1,4.8,7,1.29,5.7,64,13.1,311.8
20170124 21:00,0.026,0.4,0.173,2.4,5.6,8.1,1.63,5.6,64,11.8,305.7
